1; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; 125
20; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyYellow, 0]; 195
21; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; 105
22; [EnemyPurple, 0]; [EnemyRed, 0]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyGreen, 1]; 120
23; [EnemyOrange, 0]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; 135
24; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyGreen, 1]; 110
25; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyRed, 0]; [EnemyBlue, 1]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyBlue, 0]; [EnemyYellow, 0]; 75
26; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyPurple, 0]; [EnemyOrange, 1]; 165
27; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; 100
28; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyBlue, 0]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyRed, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyGreen, 1]; [EnemyYellow, 1]; 190
29; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyGreen, 1]; 90
30; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyRed, 1]; 185

1; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; 65
2; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyBlue, 0]; [EnemyPurple, 1]; 10
3; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyBlue, 0]; [EnemyGreen, 0]; 80
4; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyBlue, 0]; 65
5; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyGreen, 1]; 140
6; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyGreen, 1]; 90
7; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyPurple, 1]; 110
8; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyGreen, 1]; [EnemyGreen, 0]; 90
9; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyBlue, 1]; 75
10; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyGreen, 1]; [EnemyYellow, 0]; 215
11; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyOrange, 1]; 180
12; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyGreen, 1]; 175
13; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyGreen, 1]; 145
14; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyBlue, 1]; [EnemyPurple, 0]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyPurple, 1]; 170
15; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyOrange, 1]; 110
16; [EnemyGreen, 0]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; 115
17; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyGreen, 1]; 50
18; [EnemyRed, 0]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyRed, 0]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyBlue, 1]; 160
19; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; 105
20; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyRed, 0]; 195
21; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyPurple, 0]; [EnemyPurple, 0]; [EnemyRed, 1]; 130
22; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyRed, 0]; 195
23; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyPurple, 0]; 165
24; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyYellow, 1]; 120
25; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyYellow, 0]; 105
26; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyGreen, 0]; 140
27; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyPurple, 0]; 165
28; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyBlue, 0]; 60
29; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyYellow, 1]; 150
30; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyPurple, 1]; 155

1; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyRed, 0]; 235
2; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyOrange, 0]; 175
3; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyRed, 1]; 55
4; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyPurple, 0]; [EnemyPurple, 0]; 145
5; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyGreen, 1]; 160
6; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; 170
7; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyRed, 1]; 165
8; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyGreen, 1]; 65
9; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyGreen, 1]; 160
10; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyRed, 0]; 140
11; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; 165
12; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyOrange, 1]; 125
13; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyYellow, 0]; 175
14; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyBlue, 0]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyRed, 0]; 55
15; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyBlue, 0]; [EnemyYellow, 0]; 160
16; [EnemyYellow, 0]; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; 55
17; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyYellow, 0]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyBlue, 1]; 115
18; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyOrange, 0]; [EnemyPurple, 1]; 120
19; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyOrange, 0]; 120
20; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyOrange, 0]; 235
21; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyPurple, 0]; 75
22; [EnemyYellow, 0]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyRed, 1]; 125
23; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyPurple, 0]; 65
24; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyPurple, 1]; 255
25; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; 110
26; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; 165
27; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyYellow, 1]; [EnemyYellow, 1]; [EnemyBlue, 1]; 85
28; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyBlue, 1]; 120
29; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyOrange, 0]; 65
30; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyOrange, 1]; 140

1; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyBlue, 1]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyYellow, 1]; 20
2; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyBlue, 0]; [EnemyPurple, 1]; 55
3; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyBlue, 1]; [EnemyPurple, 0]; 85
4; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyRed, 1]; 180
5; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyRed, 0]; 85
6; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyGreen, 1]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyBlue, 1]; 190
7; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyRed, 0]; 160
8; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyOrange, 1]; 155
9; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyRed, 0]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; 170
10; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyPurple, 0]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyOrange, 0]; 150
11; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyRed, 1]; 90
12; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyOrange, 0]; 215
13; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyYellow, 0]; 230
14; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyOrange, 1]; 215
15; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyBlue, 1]; 215
16; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyYellow, 1]; 165
